HIPPS Code,Definition
3BGMX,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies provided"
3BGNS,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 1, supplies provided"
3BGNT,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 2, supplies provided"
3BGNU,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 3, supplies provided"
3BGNV,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 4, supplies provided"
3BGNW,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 5, supplies provided"
3BGNX,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 6, supplies provided"
3BGPS,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 1, supplies provided"
3BGPT,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 2, supplies provided"
3BGPU,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 3, supplies provided"
3BGPV,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 4, supplies provided"
3BGPW,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 5, supplies provided"
3BGPX,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 6, supplies provided"
3BHKS,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies provided"
3BHKT,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies provided"
3BHKU,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies provided"
3BHKV,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies provided"
3BHKW,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies provided"
3BHKX,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies provided"
3BHLS,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies provided"
3BHLT,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies provided"
3BHLU,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies provided"
3BHLV,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies provided"
3BHLW,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies provided"
3BHLX,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies provided"
3BHMS,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies provided"
3BHMT,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies provided"
3BHMU,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies provided"
3BHMV,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies provided"
3BHMW,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies provided"
3BHMX,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies provided"
3BHNS,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 1, supplies provided"
3BHNT,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 2, supplies provided"
3BHNU,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 3, supplies provided"
3BHNV,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 4, supplies provided"
3BHNW,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 5, supplies provided"
3BHNX,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 6, supplies provided"
3BHPS,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 1, supplies provided"
3BHPT,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 2, supplies provided"
3BHPU,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 3, supplies provided"
3BHPV,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 4, supplies provided"
3BHPW,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 5, supplies provided"
3BHPX,"Late Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 6, supplies provided"
3CFKS,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies provided"
3CFKT,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies provided"
3CFKU,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies provided"
3CFKV,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies provided"
3CFKW,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies provided"
3CFKX,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies provided"
3CFLS,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies provided"
3CFLT,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies provided"
3CFLU,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies provided"
3CFLV,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies provided"
3CFLW,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies provided"
3CFLX,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies provided"
3CFMS,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies provided"
3CFMT,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies provided"
3CFMU,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies provided"
3CFMV,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies provided"
3CFMW,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies provided"
3CFMX,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies provided"
3CFNS,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 1, supplies provided"
3CFNT,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 2, supplies provided"
3CFNU,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 3, supplies provided"
3CFNV,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 4, supplies provided"
3CFNW,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 5, supplies provided"
3CFNX,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 6, supplies provided"
3CFPS,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 1, supplies provided"
3CFPT,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 2, supplies provided"
3CFPU,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 3, supplies provided"
3CFPV,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 4, supplies provided"
3CFPW,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 5, supplies provided"
3CFPX,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 6, supplies provided"
3CGKS,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 1, supplies provided"
3CGKT,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies provided"
3CGKU,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies provided"
3CGKV,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies provided"
3CGKW,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies provided"
3CGKX,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies provided"
3CGLS,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 1, supplies provided"
3CGLT,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 2, supplies provided"
3CGLU,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 3, supplies provided"
3CGLV,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 4, supplies provided"
3CGLW,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 5, supplies provided"
3CGLX,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 6, supplies provided"
3CGMS,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 1, supplies provided"
3CGMT,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 2, supplies provided"
3CGMU,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 3, supplies provided"
3CGMV,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 4, supplies provided"
3CGMW,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 5, supplies provided"
3CGMX,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies provided"
3CGNS,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 1, supplies provided"
3CGNT,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 2, supplies provided"
3CGNU,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 3, supplies provided"
3CGNV,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 4, supplies provided"
3CGNW,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 5, supplies provided"
3CGNX,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 6, supplies provided"
3CGPS,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 1, supplies provided"
3CGPT,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 2, supplies provided"
3CGPU,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 3, supplies provided"
3CGPV,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 4, supplies provided"
3CGPW,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 5, supplies provided"
3CGPX,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 6, supplies provided"
3CHKS,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies provided"
3CHKT,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies provided"
3CHKU,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies provided"
3CHKV,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies provided"
3CHKW,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies provided"
3CHKX,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies provided"
3CHLS,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies provided"
3CHLT,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies provided"
3CHLU,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies provided"
3CHLV,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies provided"
3CHLW,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies provided"
3CHLX,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies provided"
3CHMS,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies provided"
3CHMT,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies provided"
3CHMU,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies provided"
3CHMV,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies provided"
3CHMW,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies provided"
3CHMX,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies provided"
3CHNS,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 1, supplies provided"
3CHNT,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 2, supplies provided"
3CHNU,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 3, supplies provided"
3CHNV,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 4, supplies provided"
3CHNW,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 5, supplies provided"
3CHNX,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 6, supplies provided"
3CHPS,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 1, supplies provided"
3CHPT,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 2, supplies provided"
3CHPU,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 3, supplies provided"
3CHPV,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 4, supplies provided"
3CHPW,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 5, supplies provided"
3CHPX,"Late Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 6, supplies provided"
4AFKS,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies provided"
4AFKT,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies provided"
4AFKU,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies provided"
4AFKV,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies provided"
4AFKW,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies provided"
4AFKX,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies provided"
4AFLS,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies provided"
4AFLT,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies provided"
4AFLU,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies provided"
4AFLV,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies provided"
4AFLW,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies provided"
4AFLX,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies provided"
4AFMS,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies provided"
4AFMT,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies provided"
4AFMU,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies provided"
4AFMV,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies provided"
4AFMW,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies provided"
4AFMX,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies provided"
4AGKS,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 1, supplies provided"
4AGKT,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies provided"
4AGKU,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies provided"
4AGKV,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies provided"
4AGKW,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies provided"
4AGKX,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies provided"
4AGLS,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2, Supply Severity Level 1, supplies provided"
4AGLT,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2, Supply Severity Level 2, supplies provided"
4AGLU,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2, Supply Severity Level 3, supplies provided"
4AGLV,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2, Supply Severity Level 4, supplies provided"
4AGLW,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2, Supply Severity Level 5, supplies provided"
4AGLX,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2, Supply Severity Level 6, supplies provided"
4AGMS,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 1, supplies provided"
4AGMT,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 2, supplies provided"
4AGMU,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 3, supplies provided"
4AGMV,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 4, supplies provided"
4AGMW,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 5, supplies provided"
4AGMX,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies provided"
4AHKS,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies provided"
4AHKT,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies provided"
4AHKU,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies provided"
4AHKV,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies provided"
4AHKW,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies provided"
4AHKX,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies provided"
4AHLS,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies provided"
4AHLT,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies provided"
4AHLU,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies provided"
4AHLV,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies provided"
4AHLW,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies provided"
4AHLX,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies provided"
4AHMS,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies provided"
4AHMT,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies provided"
4AHMU,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies provided"
4AHMV,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies provided"
4AHMW,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies provided"
4AHMX,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies provided"
4BFKS,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies provided"
4BFKT,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies provided"
