HIPPS Code,Definition
4AHKX,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies provided"
4AHK1,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies not provided"
4AHK2,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies not provided"
4AHK3,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies not provided"
4AHK4,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies not provided"
4AHK5,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies not provided"
4AHK6,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies not provided"
4AHLS,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies provided"
4AHLT,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies provided"
4AHLU,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies provided"
4AHLV ,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies provided"
4AHLW,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies provided"
4AHLX,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies provided"
4AHL1,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies not provided"
4AHL2,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies not provided"
4AHL3,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies not provided"
4AHL4,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies not provided"
4AHL5,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies not provided"
4AHL6,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies not provided"
4AHMS,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies provided"
4AHMT,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies provided"
4AHMU,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies provided"
4AHMV ,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies provided"
4AHMW,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies provided"
4AHMX,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies provided"
4AHM1,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies not provided"
4AHM2,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies not provided"
4AHM3,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies not provided"
4AHM4,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies not provided"
4AHM5,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies not provided"
4AHM6,"Late Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies not provided"
4BFKS,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies provided"
4BFKT,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies provided"
4BFKU,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies provided"
4BFKV ,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies provided"
4BFKW,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies provided"
4BFKX,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies provided"
4BFK1,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies not provided"
4BFK2,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies not provided"
4BFK3,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies not provided"
4BFK4,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies not provided"
4BFK5,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies not provided"
4BFK6,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies not provided"
4BFLS,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies provided"
4BFLT,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies provided"
4BFLU,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies provided"
4BFLV ,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies provided"
4BFLW,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies provided"
4BFLX,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies provided"
4BFL1,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies not provided"
4BFL2,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies not provided"
4BFL3,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies not provided"
4BFL4,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies not provided"
4BFL5,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies not provided"
4BFL6,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies not provided"
4BFMS,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies provided"
4BFMT,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies provided"
4BFMU,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies provided"
4BFMV ,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies provided"
4BFMW,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies provided"
4BFMX,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies provided"
4BFM1,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies not provided"
4BFM2,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies not provided"
4BFM3,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies not provided"
4BFM4,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies not provided"
4BFM5,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies not provided"
4BFM6,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies not provided"
4BGKS,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 1, supplies provided"
4BGKT,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies provided"
4BGKU,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies provided"
4BGKV ,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies provided"
4BGKW,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies provided"
4BGKX,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies provided"
4BGK1,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 1, supplies not provided"
4BGK2,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies not provided"
4BGK3,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies not provided"
4BGK4,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies not provided"
4BGK5,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies not provided"
4BGK6,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies not provided"
4BGLS,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 1, supplies provided"
4BGLT,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 2, supplies provided"
4BGLU,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 3, supplies provided"
4BGLV ,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 4, supplies provided"
4BGLW,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 5, supplies provided"
4BGLX,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 6, supplies provided"
4BGL1,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 1, supplies not provided"
4BGL2,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 2, supplies not provided"
4BGL3,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 3, supplies not provided"
4BGL4,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 4, supplies not provided"
4BGL5,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 5, supplies not provided"
4BGL6,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 6, supplies not provided"
4BGMS,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 1, supplies provided"
4BGMT,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 2, supplies provided"
4BGMU,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 3, supplies provided"
4BGMV ,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 4, supplies provided"
4BGMW,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 5, supplies provided"
4BGMX,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies provided"
4BGM1,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 1, supplies not provided"
4BGM2,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 2, supplies not provided"
4BGM3,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 3, supplies not provided"
4BGM4,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 4, supplies not provided"
4BGM5,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 5, supplies not provided"
4BGM6,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies not provided"
4BHKS,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies provided"
4BHKT,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies provided"
4BHKU,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies provided"
4BHKV ,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies provided"
4BHKW,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies provided"
4BHKX,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies provided"
4BHK1,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies not provided"
4BHK2,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies not provided"
4BHK3,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies not provided"
4BHK4,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies not provided"
4BHK5,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies not provided"
4BHK6,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies not provided"
4BHLS,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies provided"
4BHLT,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies provided"
4BHLU,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies provided"
4BHLV ,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies provided"
4BHLW,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies provided"
4BHLX,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies provided"
4BHL1,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies not provided"
4BHL2,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies not provided"
4BHL3,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies not provided"
4BHL4,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies not provided"
4BHL5,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies not provided"
4BHL6,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies not provided"
4BHMS,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies provided"
4BHMT,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies provided"
4BHMU,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies provided"
4BHMV ,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies provided"
4BHMW,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies provided"
4BHMX,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies provided"
4BHM1,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies not provided"
4BHM2,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies not provided"
4BHM3,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies not provided"
4BHM4,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies not provided"
4BHM5,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies not provided"
4BHM6,"Late Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies not provided"
4CFKS,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies provided"
4CFKT,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies provided"
4CFKU,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies provided"
4CFKV ,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies provided"
4CFKW,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies provided"
4CFKX,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies provided"
4CFK1,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies not provided"
4CFK2,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies not provided"
4CFK3,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies not provided"
4CFK4,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies not provided"
4CFK5,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies not provided"
4CFK6,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies not provided"
4CFLS,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies provided"
4CFLT,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies provided"
4CFLU,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies provided"
4CFLV ,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies provided"
4CFLW,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies provided"
4CFLX,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies provided"
4CFL1,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies not provided"
4CFL2,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies not provided"
4CFL3,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies not provided"
4CFL4,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies not provided"
4CFL5,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies not provided"
4CFL6,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies not provided"
4CFMS,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies provided"
4CFMT,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies provided"
4CFMU,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies provided"
4CFMV ,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies provided"
4CFMW,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies provided"
4CFMX,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies provided"
4CFM1,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies not provided"
4CFM2,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies not provided"
4CFM3,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies not provided"
4CFM4,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies not provided"
4CFM5,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies not provided"
4CFM6,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies not provided"
4CGKS,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 1, supplies provided"
4CGKT,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies provided"
4CGKU,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies provided"
4CGKV ,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies provided"
4CGKW,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies provided"
4CGKX,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies provided"
4CGK1,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 1, supplies not provided"
4CGK2,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies not provided"
4CGK3,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies not provided"
4CGK4,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies not provided"
4CGK5,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies not provided"
4CGK6,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies not provided"
