itm_mstr_key,sys_cd,itm_srt_id,itm_id,itm_db_id,itm_shrt_label,itm_sect_srt_id,itm_sect_label,itm_grp_cd,itm_loinc_id,itm_type_cd,fixed_rec_srt_id,fixed_rec_strt_byte,fixed_rec_end_byte,fixed_strt_end_bytes,fixed_rec_lngth,itm_vrsn_notes,isc_active,isc_inactive,isc_01,isc_03,isc_04,isc_05,isc_06,isc_07,isc_08,isc_09,isc_XX
328,OASIS,132700,SUBMITTING_USER_ID,SBMTR_USER_ID,Submitter user ID,04,Calc,Calc,,Text,132700,3210,3239,3210-3239,30,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
329,OASIS,132800,RES_MATCH_CRITERIA,RSDNT_MATCH_CRTIA_ID,Resident matching criteria,04,Calc,Calc,,Number,132800,3240,3241,3240-3241,2,"[V2.10.1]-Changed item type from ""code"" to ""number"".",,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
330,OASIS,132900,RESIDENT_AGE,C_RSDNT_AGE_NUM,Age of resident on the effective date,04,Calc,Calc,,Number,132900,3242,3244,3242-3244,3,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
331,OASIS,133000,BIRTHDATE_SUBM_IND,C_BIRTH_DT_SBMT_CD,Birth date submit code,04,Calc,Calc,,Code,133000,3245,3245,3245-3245,1,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
334,OASIS,800,SUBM_HIPPS_CODE,SUBM_HIPPS_CD,HIPPS group code: submitted,01,Control,Control,,Text,800,244,248,244-248,5,,"01,03,04,05","06,07,08,09,XX",x,x,x,x,,,,,
335,OASIS,850,SUBM_HIPPS_VERSION,SUBM_HIPPS_VRSN_CD,HIPPS version code: submitted,01,Control,Control,,Text,850,249,253,249-253,5,,"01,03,04,05","06,07,08,09,XX",x,x,x,x,,,,,
336,OASIS,133300,CALC_HIPPS_CODE,C_HIPPS_CD,HIPPS group code: recalculated,04,Calc,Calc,,Text,133300,3246,3250,3246-3250,5,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
337,OASIS,133400,CALC_HIPPS_VERSION,C_HIPPS_VRSN_CD,HIPPS version code: recalculated,04,Calc,Calc,,Text,133400,3251,3255,3251-3255,5,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
338,OASIS,131000,CALCULATED_ITEMS_FILLER,,Calculated items filler,03,Filler,Filler,,Filler,131910,2623,3110,2623-3110,488,[V2.10.1]-Reduced length by 12 bytes from 500 to 488 bytes to accommodate new item.,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
339,OASIS,133800,DATA_END_INDICATOR,DATA_END_INDICATOR,End of data terminator code,04,Calc,Calc,,Code,133800,3256,3256,3256-3256,1,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
340,OASIS,133900,CR,CR,Carriage return (ASCII 013),04,Calc,Calc,,Code,133900,3257,3257,3257-3257,1,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
341,OASIS,134000,LF,LF,Line feed character (ASCII 010),04,Calc,Calc,,Code,134000,3258,3258,3258-3258,1,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
441,OASIS,100,TRANS_TYPE_CD,TRANS_TYPE_CD,Transaction type code,01,Control,Control,,Code,100,11,11,11-11,1,,"01,03,04,05,06,07,08,09,XX",,x,x,x,x,x,x,x,x,x
442,OASIS,130100,CALC_FILLER_001,,Filler: replaces BRANCH_IDENTIFIER,03,Filler,Filler,,Filler,132250,3159,3168,3159-3168,10,[V2.10.1]-Replaced BRANCH_IDENTIFIER with filler.,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
443,OASIS,130000,LEGACY_ITEMS_FILLER,,Discontinued OASIS-B1 and C items.,03,Filler,Filler,,Filler,130000,2261,2610,2261-2610,350,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
444,OASIS,133410,C_CCN_NUM,C_CCN_NUM,Calculated Facility CMS Certification Number (CCN),04,Calc,Calc,,Text,131100,2611,2622,2611-2622,12,[V2.10.1]-New item.,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
